Date,Currency,Exchange
11-12-2017,AUD,1.3288
11-12-2017,EUR,0.8477
11-12-2017,GBP,0.7481
12-12-2017,USD,1.0
12-12-2017,CAD,1.2832
12-12-2017,AUD,1.3208
12-12-2017,EUR,0.8499
12-12-2017,GBP,0.7485
13-12-2017,USD,1.0
13-12-2017,CAD,1.286
13-12-2017,AUD,1.321
13-12-2017,EUR,0.8521
13-12-2017,GBP,0.749
14-12-2017,USD,1.0
14-12-2017,CAD,1.2829
14-12-2017,AUD,1.3045
14-12-2017,EUR,0.8442
14-12-2017,GBP,0.7443
15-12-2017,USD,1.0
15-12-2017,CAD,1.2765
15-12-2017,AUD,1.3029
15-12-2017,EUR,0.847
15-12-2017,GBP,0.7475
16-12-2017,USD,1.0
16-12-2017,CAD,1.2765
16-12-2017,AUD,1.3029
16-12-2017,EUR,0.847
16-12-2017,GBP,0.7475
17-12-2017,USD,1.0
17-12-2017,CAD,1.2765
17-12-2017,AUD,1.3029
17-12-2017,EUR,0.847
17-12-2017,GBP,0.7475
18-12-2017,USD,1.0
18-12-2017,CAD,1.2874
18-12-2017,AUD,1.305
18-12-2017,EUR,0.8478
18-12-2017,GBP,0.7478
19-12-2017,USD,1.0
19-12-2017,CAD,1.2862
19-12-2017,AUD,1.3031
19-12-2017,EUR,0.8458
19-12-2017,GBP,0.7485
20-12-2017,USD,1.0
20-12-2017,CAD,1.285
20-12-2017,AUD,1.3024
20-12-2017,EUR,0.8442
20-12-2017,GBP,0.7456
21-12-2017,USD,1.0
21-12-2017,CAD,1.2804
21-12-2017,AUD,1.3029
21-12-2017,EUR,0.8432
21-12-2017,GBP,0.7485
22-12-2017,USD,1.0
22-12-2017,CAD,1.2703
22-12-2017,AUD,1.2957
22-12-2017,EUR,0.8437
22-12-2017,GBP,0.7472
23-12-2017,USD,1.0
23-12-2017,CAD,1.2703
23-12-2017,AUD,1.2957
23-12-2017,EUR,0.8437
23-12-2017,GBP,0.7472
24-12-2017,USD,1.0
24-12-2017,CAD,1.2703
24-12-2017,AUD,1.2957
24-12-2017,EUR,0.8437
24-12-2017,GBP,0.7472
25-12-2017,USD,1.0
25-12-2017,CAD,1.2703
25-12-2017,AUD,1.2957
25-12-2017,EUR,0.8437
25-12-2017,GBP,0.7472
26-12-2017,USD,1.0
26-12-2017,CAD,1.2703
26-12-2017,AUD,1.2957
26-12-2017,EUR,0.8437
26-12-2017,GBP,0.7472
27-12-2017,USD,1.0
27-12-2017,CAD,1.2634
27-12-2017,AUD,1.2876
27-12-2017,EUR,0.8407
27-12-2017,GBP,0.7448
28-12-2017,USD,1.0
28-12-2017,CAD,1.261
28-12-2017,AUD,1.2846
28-12-2017,EUR,0.8379
28-12-2017,GBP,0.7438
29-12-2017,USD,1.0
29-12-2017,CAD,1.254
29-12-2017,AUD,1.2796
29-12-2017,EUR,0.8338
29-12-2017,GBP,0.7398
30-12-2017,USD,1.0
30-12-2017,CAD,1.254
30-12-2017,AUD,1.2796
30-12-2017,EUR,0.8338
30-12-2017,GBP,0.7398
31-12-2017,USD,1.0
31-12-2017,CAD,1.254
31-12-2017,AUD,1.2796
31-12-2017,EUR,0.8338
31-12-2017,GBP,0.7398
01-01-2018,USD,1.0
01-01-2018,CAD,1.254
01-01-2018,AUD,1.2796
01-01-2018,EUR,0.8338
01-01-2018,GBP,0.7398
02-01-2018,USD,1.0
02-01-2018,CAD,1.2539
02-01-2018,AUD,1.2775
02-01-2018,EUR,0.8288
02-01-2018,GBP,0.7373
03-01-2018,USD,1.0
03-01-2018,CAD,1.2515
03-01-2018,AUD,1.2758
03-01-2018,EUR,0.8317
03-01-2018,GBP,0.7373
04-01-2018,USD,1.0
04-01-2018,CAD,1.2527
04-01-2018,AUD,1.2763
04-01-2018,EUR,0.8288
04-01-2018,GBP,0.7385
05-01-2018,USD,1.0
05-01-2018,CAD,1.251
05-01-2018,AUD,1.2753
05-01-2018,EUR,0.8302
05-01-2018,GBP,0.7379
06-01-2018,USD,1.0
06-01-2018,CAD,1.251
06-01-2018,AUD,1.2753
06-01-2018,EUR,0.8302
06-01-2018,GBP,0.7379
07-01-2018,USD,1.0
07-01-2018,CAD,1.251
07-01-2018,AUD,1.2753
07-01-2018,EUR,0.8302
07-01-2018,GBP,0.7379
08-01-2018,USD,1.0
08-01-2018,CAD,1.2428
08-01-2018,AUD,1.277
08-01-2018,EUR,0.8352
08-01-2018,GBP,0.7384
09-01-2018,USD,1.0
09-01-2018,CAD,1.2425
09-01-2018,AUD,1.2774
09-01-2018,EUR,0.8381
09-01-2018,GBP,0.7398
10-01-2018,USD,1.0
10-01-2018,CAD,1.2451
10-01-2018,AUD,1.2749
10-01-2018,EUR,0.8339
10-01-2018,GBP,0.7394
11-01-2018,USD,1.0
11-01-2018,CAD,1.256
11-01-2018,AUD,1.2716
11-01-2018,EUR,0.8322
11-01-2018,GBP,0.7412
12-01-2018,USD,1.0
12-01-2018,CAD,1.2519
12-01-2018,AUD,1.2702
12-01-2018,EUR,0.8239
12-01-2018,GBP,0.7332
13-01-2018,USD,1.0
13-01-2018,CAD,1.2519
13-01-2018,AUD,1.2702
13-01-2018,EUR,0.8239
13-01-2018,GBP,0.7332
14-01-2018,USD,1.0
14-01-2018,CAD,1.2519
14-01-2018,AUD,1.2702
14-01-2018,EUR,0.8239
14-01-2018,GBP,0.7332
15-01-2018,USD,1.0
15-01-2018,CAD,1.2432
15-01-2018,AUD,1.2571
15-01-2018,EUR,0.8145
15-01-2018,GBP,0.7253
16-01-2018,USD,1.0
16-01-2018,CAD,1.2424
16-01-2018,AUD,1.2575
16-01-2018,EUR,0.8177
16-01-2018,GBP,0.7266
17-01-2018,USD,1.0
17-01-2018,CAD,1.2444
17-01-2018,AUD,1.2549
17-01-2018,EUR,0.8195
17-01-2018,GBP,0.7258
18-01-2018,USD,1.0
18-01-2018,CAD,1.2447
18-01-2018,AUD,1.2514
18-01-2018,EUR,0.8173
18-01-2018,GBP,0.7209
19-01-2018,USD,1.0
19-01-2018,CAD,1.2441
19-01-2018,AUD,1.2486
19-01-2018,EUR,0.816
19-01-2018,GBP,0.7211
20-01-2018,USD,1.0
20-01-2018,CAD,1.2441
20-01-2018,AUD,1.2486
20-01-2018,EUR,0.816
20-01-2018,GBP,0.7211
21-01-2018,USD,1.0
21-01-2018,CAD,1.2441
21-01-2018,AUD,1.2486
21-01-2018,EUR,0.816
21-01-2018,GBP,0.7211
22-01-2018,USD,1.0
22-01-2018,CAD,1.2477
22-01-2018,AUD,1.249
22-01-2018,EUR,0.8171
22-01-2018,GBP,0.7197
23-01-2018,USD,1.0
23-01-2018,CAD,1.2482
23-01-2018,AUD,1.2544
23-01-2018,EUR,0.8164
23-01-2018,GBP,0.717
24-01-2018,USD,1.0
24-01-2018,CAD,1.2329
24-01-2018,AUD,1.2395
24-01-2018,EUR,0.8096
24-01-2018,GBP,0.7058
25-01-2018,USD,1.0
25-01-2018,CAD,1.2323
25-01-2018,AUD,1.2378
25-01-2018,EUR,0.806
25-01-2018,GBP,0.7015
26-01-2018,USD,1.0
26-01-2018,CAD,1.2323
26-01-2018,AUD,1.2367
26-01-2018,EUR,0.8041
26-01-2018,GBP,0.7023
27-01-2018,USD,1.0
27-01-2018,CAD,1.2323
27-01-2018,AUD,1.2367
27-01-2018,EUR,0.8041
27-01-2018,GBP,0.7023
28-01-2018,USD,1.0
28-01-2018,CAD,1.2323
28-01-2018,AUD,1.2367
28-01-2018,EUR,0.8041
28-01-2018,GBP,0.7023
29-01-2018,USD,1.0
29-01-2018,CAD,1.2335
29-01-2018,AUD,1.2361
29-01-2018,EUR,0.8078
29-01-2018,GBP,0.7104
30-01-2018,USD,1.0
30-01-2018,CAD,1.2321
30-01-2018,AUD,1.2354
30-01-2018,EUR,0.8051
30-01-2018,GBP,0.7079
31-01-2018,USD,1.0
31-01-2018,CAD,1.2274
31-01-2018,AUD,1.2328
31-01-2018,EUR,0.8028
31-01-2018,GBP,0.7057
01-02-2018,USD,1.0
01-02-2018,CAD,1.2319
01-02-2018,AUD,1.2495
01-02-2018,EUR,0.8026
01-02-2018,GBP,0.7025
02-02-2018,USD,1.0
02-02-2018,CAD,1.2317
02-02-2018,AUD,1.2512
02-02-2018,EUR,0.8005
02-02-2018,GBP,0.7033
03-02-2018,USD,1.0
03-02-2018,CAD,1.2317
03-02-2018,AUD,1.2512
03-02-2018,EUR,0.8005
03-02-2018,GBP,0.7033
04-02-2018,USD,1.0
04-02-2018,CAD,1.2317
04-02-2018,AUD,1.2512
04-02-2018,EUR,0.8005
04-02-2018,GBP,0.7033
05-02-2018,USD,1.0
05-02-2018,CAD,1.2434
05-02-2018,AUD,1.2592
05-02-2018,EUR,0.8039
05-02-2018,GBP,0.712
06-02-2018,USD,1.0
06-02-2018,CAD,1.2562
06-02-2018,AUD,1.2757
06-02-2018,EUR,0.8111
06-02-2018,GBP,0.7209
07-02-2018,USD,1.0
07-02-2018,CAD,1.2518
07-02-2018,AUD,1.2712
07-02-2018,EUR,0.8105
07-02-2018,GBP,0.7187
08-02-2018,USD,1.0
08-02-2018,CAD,1.2571
08-02-2018,AUD,1.2809
08-02-2018,EUR,0.8162
08-02-2018,GBP,0.7143
09-02-2018,USD,1.0
09-02-2018,CAD,1.2609
09-02-2018,AUD,1.2809
09-02-2018,EUR,0.8148
09-02-2018,GBP,0.7231
10-02-2018,USD,1.0
10-02-2018,CAD,1.2609
10-02-2018,AUD,1.2809
10-02-2018,EUR,0.8148
10-02-2018,GBP,0.7231
11-02-2018,USD,1.0
11-02-2018,CAD,1.2609
11-02-2018,AUD,1.2809
11-02-2018,EUR,0.8148
11-02-2018,GBP,0.7231
12-02-2018,USD,1.0
12-02-2018,CAD,1.258
12-02-2018,AUD,1.2758
12-02-2018,EUR,0.8155
12-02-2018,GBP,0.7225
13-02-2018,USD,1.0
13-02-2018,CAD,1.2604
13-02-2018,AUD,1.2742
13-02-2018,EUR,0.8108
13-02-2018,GBP,0.7211
14-02-2018,USD,1.0
14-02-2018,CAD,1.2575
14-02-2018,AUD,1.272
14-02-2018,EUR,0.8098
14-02-2018,GBP,0.7211
15-02-2018,USD,1.0
15-02-2018,CAD,1.249
15-02-2018,AUD,1.2613
15-02-2018,EUR,0.8004
15-02-2018,GBP,0.7097
16-02-2018,USD,1.0
16-02-2018,CAD,1.2506
16-02-2018,AUD,1.2592
16-02-2018,EUR,0.8023
16-02-2018,GBP,0.7125
17-02-2018,USD,1.0
17-02-2018,CAD,1.2506
17-02-2018,AUD,1.2592
17-02-2018,EUR,0.8023
17-02-2018,GBP,0.7125
18-02-2018,USD,1.0
18-02-2018,CAD,1.2506
18-02-2018,AUD,1.2592
18-02-2018,EUR,0.8023
18-02-2018,GBP,0.7125
19-02-2018,USD,1.0
19-02-2018,CAD,1.2564
19-02-2018,AUD,1.2632
19-02-2018,EUR,0.8058
19-02-2018,GBP,0.7139
20-02-2018,USD,1.0
20-02-2018,CAD,1.2604
20-02-2018,AUD,1.2681
20-02-2018,EUR,0.8104
20-02-2018,GBP,0.7145
21-02-2018,USD,1.0
21-02-2018,CAD,1.2671
21-02-2018,AUD,1.2739
21-02-2018,EUR,0.8122
21-02-2018,GBP,0.7185
22-02-2018,USD,1.0
22-02-2018,CAD,1.2699
22-02-2018,AUD,1.2788
22-02-2018,EUR,0.8146
22-02-2018,GBP,0.7196
23-02-2018,USD,1.0
23-02-2018,CAD,1.2695
23-02-2018,AUD,1.2782
23-02-2018,EUR,0.8131
23-02-2018,GBP,0.715
24-02-2018,USD,1.0
24-02-2018,CAD,1.2695
24-02-2018,AUD,1.2782
24-02-2018,EUR,0.8131
24-02-2018,GBP,0.715
25-02-2018,USD,1.0
25-02-2018,CAD,1.2695
25-02-2018,AUD,1.2782
25-02-2018,EUR,0.8131
25-02-2018,GBP,0.715
26-02-2018,USD,1.0
26-02-2018,CAD,1.2676
26-02-2018,AUD,1.2752
26-02-2018,EUR,0.8117
26-02-2018,GBP,0.7128
27-02-2018,USD,1.0
27-02-2018,CAD,1.272
27-02-2018,AUD,1.2762
27-02-2018,EUR,0.8129
27-02-2018,GBP,0.7186
28-02-2018,USD,1.0
28-02-2018,CAD,1.2779
28-02-2018,AUD,1.2803
28-02-2018,EUR,0.8187
28-02-2018,GBP,0.7239
01-03-2018,USD,1.0
01-03-2018,CAD,1.2862
01-03-2018,AUD,1.2937
01-03-2018,EUR,0.8216
01-03-2018,GBP,0.7273
02-03-2018,USD,1.0
02-03-2018,CAD,1.288
02-03-2018,AUD,1.2902
02-03-2018,EUR,0.8122
02-03-2018,GBP,0.7255
03-03-2018,USD,1.0
03-03-2018,CAD,1.288
03-03-2018,AUD,1.2902
03-03-2018,EUR,0.8122
03-03-2018,GBP,0.7255
04-03-2018,USD,1.0
04-03-2018,CAD,1.288
04-03-2018,AUD,1.2902
04-03-2018,EUR,0.8122
04-03-2018,GBP,0.7255
05-03-2018,USD,1.0
05-03-2018,CAD,1.2931
05-03-2018,AUD,1.2909
05-03-2018,EUR,0.8125
05-03-2018,GBP,0.7237
06-03-2018,USD,1.0
06-03-2018,CAD,1.2886
06-03-2018,AUD,1.2763
06-03-2018,EUR,0.8057
06-03-2018,GBP,0.7184
07-03-2018,USD,1.0
07-03-2018,CAD,1.2931
07-03-2018,AUD,1.2812
07-03-2018,EUR,0.8053
07-03-2018,GBP,0.7209
08-03-2018,USD,1.0
08-03-2018,CAD,1.2917
08-03-2018,AUD,1.2811
08-03-2018,EUR,0.8051
08-03-2018,GBP,0.7203
09-03-2018,USD,1.0
09-03-2018,CAD,1.2894
09-03-2018,AUD,1.2832
09-03-2018,EUR,0.8136
09-03-2018,GBP,0.7232
10-03-2018,USD,1.0
10-03-2018,CAD,1.2894
10-03-2018,AUD,1.2832
10-03-2018,EUR,0.8136
10-03-2018,GBP,0.7232
11-03-2018,USD,1.0
11-03-2018,CAD,1.2894
11-03-2018,AUD,1.2832
11-03-2018,EUR,0.8136
11-03-2018,GBP,0.7232
12-03-2018,USD,1.0
12-03-2018,CAD,1.2829
12-03-2018,AUD,1.2714
12-03-2018,EUR,0.8129
12-03-2018,GBP,0.7201
13-03-2018,USD,1.0
13-03-2018,CAD,1.2837
13-03-2018,AUD,1.267
13-03-2018,EUR,0.8079
13-03-2018,GBP,0.7162
14-03-2018,USD,1.0
14-03-2018,CAD,1.293
14-03-2018,AUD,1.2648
14-03-2018,EUR,0.8085
14-03-2018,GBP,0.7165
15-03-2018,USD,1.0
15-03-2018,CAD,1.2985
15-03-2018,AUD,1.275
15-03-2018,EUR,0.8103
15-03-2018,GBP,0.717
16-03-2018,USD,1.0
16-03-2018,CAD,1.3078
16-03-2018,AUD,1.2893
16-03-2018,EUR,0.8129
16-03-2018,GBP,0.7174
17-03-2018,USD,1.0
17-03-2018,CAD,1.3078
17-03-2018,AUD,1.2893
17-03-2018,EUR,0.8129
17-03-2018,GBP,0.7174
18-03-2018,USD,1.0
18-03-2018,CAD,1.3078
18-03-2018,AUD,1.2893
18-03-2018,EUR,0.8129
18-03-2018,GBP,0.7174
19-03-2018,USD,1.0
19-03-2018,CAD,1.3084
19-03-2018,AUD,1.2994
19-03-2018,EUR,0.8124
19-03-2018,GBP,0.7116
20-03-2018,USD,1.0
20-03-2018,CAD,1.3066
20-03-2018,AUD,1.298
20-03-2018,EUR,0.8146
20-03-2018,GBP,0.7145
21-03-2018,USD,1.0
21-03-2018,CAD,1.298
21-03-2018,AUD,1.3018
21-03-2018,EUR,0.8139
21-03-2018,GBP,0.7114
22-03-2018,USD,1.0
22-03-2018,CAD,1.2901
22-03-2018,AUD,1.297
22-03-2018,EUR,0.812
22-03-2018,GBP,0.708
23-03-2018,USD,1.0
23-03-2018,CAD,1.2853
23-03-2018,AUD,1.2942
23-03-2018,EUR,0.81
23-03-2018,GBP,0.707
24-03-2018,USD,1.0
24-03-2018,CAD,1.2853
24-03-2018,AUD,1.2942
24-03-2018,EUR,0.81
24-03-2018,GBP,0.707
25-03-2018,USD,1.0
25-03-2018,CAD,1.2853
25-03-2018,AUD,1.2942
25-03-2018,EUR,0.81
25-03-2018,GBP,0.707
26-03-2018,USD,1.0
26-03-2018,CAD,1.2889
26-03-2018,AUD,1.293
26-03-2018,EUR,0.8057
26-03-2018,GBP,0.703
27-03-2018,USD,1.0
27-03-2018,CAD,1.2887
27-03-2018,AUD,1.2985
27-03-2018,EUR,0.808
27-03-2018,GBP,0.7106
28-03-2018,USD,1.0
28-03-2018,CAD,1.2884
28-03-2018,AUD,1.3012
28-03-2018,EUR,0.8066
28-03-2018,GBP,0.7066
29-03-2018,USD,1.0
29-03-2018,CAD,1.2901
29-03-2018,AUD,1.3015
29-03-2018,EUR,0.8116
29-03-2018,GBP,0.7101
30-03-2018,USD,1.0
30-03-2018,CAD,1.2901
30-03-2018,AUD,1.3015
30-03-2018,EUR,0.8116
30-03-2018,GBP,0.7101
31-03-2018,USD,1.0
31-03-2018,CAD,1.2901
31-03-2018,AUD,1.3015
31-03-2018,EUR,0.8116
31-03-2018,GBP,0.7101
01-04-2018,USD,1.0
01-04-2018,CAD,1.2901
01-04-2018,AUD,1.3015
01-04-2018,EUR,0.8116
01-04-2018,GBP,0.7101
02-04-2018,USD,1.0
02-04-2018,CAD,1.2901
02-04-2018,AUD,1.3015
02-04-2018,EUR,0.8116
02-04-2018,GBP,0.7101
03-04-2018,USD,1.0
03-04-2018,CAD,1.2852
03-04-2018,AUD,1.2995
03-04-2018,EUR,0.8125
03-04-2018,GBP,0.7111
04-04-2018,USD,1.0
04-04-2018,CAD,1.2835
04-04-2018,AUD,1.3016
04-04-2018,EUR,0.8146
04-04-2018,GBP,0.7134
05-04-2018,USD,1.0
05-04-2018,CAD,1.2772
05-04-2018,AUD,1.3002
05-04-2018,EUR,0.8157
05-04-2018,GBP,0.7128
06-04-2018,USD,1.0
06-04-2018,CAD,1.2792
06-04-2018,AUD,1.3024
06-04-2018,EUR,0.8174
06-04-2018,GBP,0.7135
07-04-2018,USD,1.0
07-04-2018,CAD,1.2792
07-04-2018,AUD,1.3024
07-04-2018,EUR,0.8174
07-04-2018,GBP,0.7135
08-04-2018,USD,1.0
08-04-2018,CAD,1.2792
08-04-2018,AUD,1.3024
08-04-2018,EUR,0.8174
08-04-2018,GBP,0.7135
09-04-2018,USD,1.0
09-04-2018,CAD,1.2781
09-04-2018,AUD,1.3045
09-04-2018,EUR,0.8127
09-04-2018,GBP,0.7078
10-04-2018,USD,1.0
10-04-2018,CAD,1.2657
10-04-2018,AUD,1.2925
10-04-2018,EUR,0.809
10-04-2018,GBP,0.7053
11-04-2018,USD,1.0
11-04-2018,CAD,1.2617
11-04-2018,AUD,1.2904
11-04-2018,EUR,0.8075
11-04-2018,GBP,0.7054
12-04-2018,USD,1.0
12-04-2018,CAD,1.2592
12-04-2018,AUD,1.2897
12-04-2018,EUR,0.8115
12-04-2018,GBP,0.7039
13-04-2018,USD,1.0
13-04-2018,CAD,1.257
13-04-2018,AUD,1.2829
13-04-2018,EUR,0.8119
13-04-2018,GBP,0.7015
14-04-2018,USD,1.0
14-04-2018,CAD,1.257
14-04-2018,AUD,1.2829
14-04-2018,EUR,0.8119
14-04-2018,GBP,0.7015
15-04-2018,USD,1.0
15-04-2018,CAD,1.257
15-04-2018,AUD,1.2829
15-04-2018,EUR,0.8119
15-04-2018,GBP,0.7015
16-04-2018,USD,1.0
16-04-2018,CAD,1.2608
16-04-2018,AUD,1.2876
16-04-2018,EUR,0.8084
16-04-2018,GBP,0.699
17-04-2018,USD,1.0
17-04-2018,CAD,1.2552
17-04-2018,AUD,1.2875
17-04-2018,EUR,0.8093
17-04-2018,GBP,0.6982
18-04-2018,USD,1.0
18-04-2018,CAD,1.257
18-04-2018,AUD,1.2878
18-04-2018,EUR,0.8072
18-04-2018,GBP,0.7031
19-04-2018,USD,1.0
19-04-2018,CAD,1.2604
19-04-2018,AUD,1.2835
19-04-2018,EUR,0.8076
19-04-2018,GBP,0.7024
20-04-2018,USD,1.0
20-04-2018,CAD,1.2639
20-04-2018,AUD,1.2985
20-04-2018,EUR,0.8124
20-04-2018,GBP,0.7117
21-04-2018,USD,1.0
21-04-2018,CAD,1.2639
21-04-2018,AUD,1.2985
21-04-2018,EUR,0.8124
21-04-2018,GBP,0.7117
22-04-2018,USD,1.0
22-04-2018,CAD,1.2639
22-04-2018,AUD,1.2985
22-04-2018,EUR,0.8124
22-04-2018,GBP,0.7117
23-04-2018,USD,1.0
23-04-2018,CAD,1.2787
23-04-2018,AUD,1.3082
23-04-2018,EUR,0.8171
23-04-2018,GBP,0.7161
24-04-2018,USD,1.0
24-04-2018,CAD,1.2824
24-04-2018,AUD,1.3132
24-04-2018,EUR,0.8188
24-04-2018,GBP,0.7162
25-04-2018,USD,1.0
25-04-2018,CAD,1.2888
25-04-2018,AUD,1.3228
25-04-2018,EUR,0.8207
25-04-2018,GBP,0.7171
26-04-2018,USD,1.0
26-04-2018,CAD,1.2835
26-04-2018,AUD,1.3207
26-04-2018,EUR,0.8218
26-04-2018,GBP,0.7158
27-04-2018,USD,1.0
27-04-2018,CAD,1.2882
27-04-2018,AUD,1.3235
27-04-2018,EUR,0.8285
27-04-2018,GBP,0.7266
28-04-2018,USD,1.0
28-04-2018,CAD,1.2882
28-04-2018,AUD,1.3235
28-04-2018,EUR,0.8285
28-04-2018,GBP,0.7266
29-04-2018,USD,1.0
29-04-2018,CAD,1.2882
29-04-2018,AUD,1.3235
29-04-2018,EUR,0.8285
29-04-2018,GBP,0.7266
30-04-2018,USD,1.0
30-04-2018,CAD,1.2867
30-04-2018,AUD,1.3257
30-04-2018,EUR,0.8279
30-04-2018,GBP,0.7282
01-05-2018,USD,1.0
01-05-2018,CAD,1.2867
01-05-2018,AUD,1.3257
01-05-2018,EUR,0.8279
01-05-2018,GBP,0.7282
02-05-2018,USD,1.0
02-05-2018,CAD,1.2827
02-05-2018,AUD,1.3315
02-05-2018,EUR,0.8328
02-05-2018,GBP,0.7332
03-05-2018,USD,1.0
03-05-2018,CAD,1.2845
03-05-2018,AUD,1.3281
03-05-2018,EUR,0.8339
03-05-2018,GBP,0.7353
04-05-2018,USD,1.0
04-05-2018,CAD,1.2875
04-05-2018,AUD,1.3297
04-05-2018,EUR,0.8355
04-05-2018,GBP,0.7372
05-05-2018,USD,1.0
05-05-2018,CAD,1.2875
05-05-2018,AUD,1.3297
05-05-2018,EUR,0.8355
05-05-2018,GBP,0.7372
06-05-2018,USD,1.0
06-05-2018,CAD,1.2875
06-05-2018,AUD,1.3297
06-05-2018,EUR,0.8355
06-05-2018,GBP,0.7372
07-05-2018,USD,1.0
07-05-2018,CAD,1.2887
07-05-2018,AUD,1.3344
07-05-2018,EUR,0.8402
07-05-2018,GBP,0.7395
08-05-2018,USD,1.0
08-05-2018,CAD,1.2972
08-05-2018,AUD,1.342
08-05-2018,EUR,0.8425
08-05-2018,GBP,0.7408
09-05-2018,USD,1.0
09-05-2018,CAD,1.2879
09-05-2018,AUD,1.3404
09-05-2018,EUR,0.8418
09-05-2018,GBP,0.7361
10-05-2018,USD,1.0
10-05-2018,CAD,1.2773
10-05-2018,AUD,1.3357
10-05-2018,EUR,0.8419
10-05-2018,GBP,0.7393
11-05-2018,USD,1.0
11-05-2018,CAD,1.2734
11-05-2018,AUD,1.324
11-05-2018,EUR,0.8379
11-05-2018,GBP,0.7374
12-05-2018,USD,1.0
12-05-2018,CAD,1.2734
12-05-2018,AUD,1.324
12-05-2018,EUR,0.8379
12-05-2018,GBP,0.7374
13-05-2018,USD,1.0
13-05-2018,CAD,1.2734
13-05-2018,AUD,1.324
13-05-2018,EUR,0.8379
13-05-2018,GBP,0.7374
14-05-2018,USD,1.0
14-05-2018,CAD,1.2764
14-05-2018,AUD,1.3231
14-05-2018,EUR,0.8342
14-05-2018,GBP,0.7361
15-05-2018,USD,1.0
15-05-2018,CAD,1.2836
15-05-2018,AUD,1.3344
15-05-2018,EUR,0.8415
15-05-2018,GBP,0.7397
16-05-2018,USD,1.0
16-05-2018,CAD,1.2866
16-05-2018,AUD,1.3358
16-05-2018,EUR,0.8486
16-05-2018,GBP,0.7418
17-05-2018,USD,1.0
17-05-2018,CAD,1.2772
17-05-2018,AUD,1.3283
17-05-2018,EUR,0.8471
17-05-2018,GBP,0.7399
18-05-2018,USD,1.0
18-05-2018,CAD,1.2795
18-05-2018,AUD,1.3304
18-05-2018,EUR,0.8488
18-05-2018,GBP,0.7412
19-05-2018,USD,1.0
19-05-2018,CAD,1.2795
19-05-2018,AUD,1.3304
19-05-2018,EUR,0.8488
19-05-2018,GBP,0.7412
20-05-2018,USD,1.0
20-05-2018,CAD,1.2795
20-05-2018,AUD,1.3304
20-05-2018,EUR,0.8488
20-05-2018,GBP,0.7412
21-05-2018,USD,1.0
21-05-2018,CAD,1.2874
21-05-2018,AUD,1.3283
21-05-2018,EUR,0.8504
21-05-2018,GBP,0.7453
22-05-2018,USD,1.0
22-05-2018,CAD,1.2774
22-05-2018,AUD,1.3179
22-05-2018,EUR,0.8479
22-05-2018,GBP,0.7435
23-05-2018,USD,1.0
23-05-2018,CAD,1.2905
23-05-2018,AUD,1.3276
23-05-2018,EUR,0.8541
23-05-2018,GBP,0.7512
24-05-2018,USD,1.0
24-05-2018,CAD,1.2885
24-05-2018,AUD,1.3232
24-05-2018,EUR,0.8527
24-05-2018,GBP,0.7459
25-05-2018,USD,1.0
25-05-2018,CAD,1.2956
25-05-2018,AUD,1.3211
25-05-2018,EUR,0.8565
25-05-2018,GBP,0.7498
26-05-2018,USD,1.0
26-05-2018,CAD,1.2956
26-05-2018,AUD,1.3211
26-05-2018,EUR,0.8565
26-05-2018,GBP,0.7498
27-05-2018,USD,1.0
27-05-2018,CAD,1.2956
27-05-2018,AUD,1.3211
27-05-2018,EUR,0.8565
27-05-2018,GBP,0.7498
28-05-2018,USD,1.0
28-05-2018,CAD,1.298
28-05-2018,AUD,1.3234
28-05-2018,EUR,0.8588
28-05-2018,GBP,0.7512
29-05-2018,USD,1.0
29-05-2018,CAD,1.3028
29-05-2018,AUD,1.3295
29-05-2018,EUR,0.8652
29-05-2018,GBP,0.754
30-05-2018,USD,1.0
30-05-2018,CAD,1.2975
30-05-2018,AUD,1.3247
30-05-2018,EUR,0.8597
30-05-2018,GBP,0.7522
31-05-2018,USD,1.0
31-05-2018,CAD,1.2854
31-05-2018,AUD,1.3175
31-05-2018,EUR,0.8548
31-05-2018,GBP,0.7495
01-06-2018,USD,1.0
01-06-2018,CAD,1.2976
01-06-2018,AUD,1.3278
01-06-2018,EUR,0.857
01-06-2018,GBP,0.7514
02-06-2018,USD,1.0
02-06-2018,CAD,1.2976
02-06-2018,AUD,1.3278
02-06-2018,EUR,0.857
02-06-2018,GBP,0.7514
03-06-2018,USD,1.0
03-06-2018,CAD,1.2976
03-06-2018,AUD,1.3278
03-06-2018,EUR,0.857
03-06-2018,GBP,0.7514
04-06-2018,USD,1.0
04-06-2018,CAD,1.2906
04-06-2018,AUD,1.3045
04-06-2018,EUR,0.852
04-06-2018,GBP,0.747
05-06-2018,USD,1.0
05-06-2018,CAD,1.2983
05-06-2018,AUD,1.3135
05-06-2018,EUR,0.8565
05-06-2018,GBP,0.7485
06-06-2018,USD,1.0
06-06-2018,CAD,1.2877
06-06-2018,AUD,1.306
06-06-2018,EUR,0.85
06-06-2018,GBP,0.7453
07-06-2018,USD,1.0
07-06-2018,CAD,1.2938
07-06-2018,AUD,1.3059
07-06-2018,EUR,0.8449
07-06-2018,GBP,0.7445
08-06-2018,USD,1.0
08-06-2018,CAD,1.2995
08-06-2018,AUD,1.3184
08-06-2018,EUR,0.8508
08-06-2018,GBP,0.7464
09-06-2018,USD,1.0
09-06-2018,CAD,1.2995
09-06-2018,AUD,1.3184
